Result_ID,Result,Query_ID,Query_Natural_Language,"Worker_Assessment(Popular & answers query=1, Unpopular & answers query=2, Partially answers=3, Irrelevant=4)"
"24388, 24398",Casting_By  starring  Woody_Allen Casting_By  runtime  5340.0 htt//www.w3.org/2001/XMLSchema#double ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"21809, 21769, 21779, 21789, 21799, 21819, 21829, 21839, 21849, 21857, 21867, 21877, 21887, 21897, 21907, 21917, 21927, 21937",Harcourt_Butler  occupation  Administrator_of_the_Government Harcourt_Butler  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,1
"21809, 21769, 21779, 21789, 21799, 21819, 21829, 21839, 21849, 21857, 21867, 21877, 21887, 21897, 21907, 21917, 21927, 21937",Harcourt_Butler  occupation  Administrator_of_the_Government Harcourt_Butler  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
"21809, 21769, 21779, 21789, 21799, 21819, 21829, 21839, 21849, 21857, 21867, 21877, 21887, 21897, 21907, 21917, 21927, 21937",Harcourt_Butler  occupation  Administrator_of_the_Government Harcourt_Butler  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,4
"21809, 21769, 21779, 21789, 21799, 21819, 21829, 21839, 21849, 21857, 21867, 21877, 21887, 21897, 21907, 21917, 21927, 21937",Harcourt_Butler  occupation  Administrator_of_the_Government Harcourt_Butler  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
"21809, 21769, 21779, 21789, 21799, 21819, 21829, 21839, 21849, 21857, 21867, 21877, 21887, 21897, 21907, 21917, 21927, 21937",Harcourt_Butler  occupation  Administrator_of_the_Government Harcourt_Butler  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
"21809, 21769, 21779, 21789, 21799, 21819, 21829, 21839, 21849, 21857, 21867, 21877, 21887, 21897, 21907, 21917, 21927, 21937",Harcourt_Butler  occupation  Administrator_of_the_Government Harcourt_Butler  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
"22893, 22903, 22911, 22923, 22933, 22944, 22954, 22963",House_(TV_series)  creator  David_Shore House_(TV_series)  starring  Olivia_Wilde ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22893, 22903, 22911, 22923, 22933, 22944, 22954, 22963",House_(TV_series)  creator  David_Shore House_(TV_series)  starring  Olivia_Wilde ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22893, 22903, 22911, 22923, 22933, 22944, 22954, 22963",House_(TV_series)  creator  David_Shore House_(TV_series)  starring  Olivia_Wilde ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22893, 22903, 22911, 22923, 22933, 22944, 22954, 22963",House_(TV_series)  creator  David_Shore House_(TV_series)  starring  Olivia_Wilde ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22893, 22903, 22911, 22923, 22933, 22944, 22954, 22963",House_(TV_series)  creator  David_Shore House_(TV_series)  starring  Olivia_Wilde ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23121,La_vie_devant_nous  creator  Vincenzo_Marano La_vie_devant_nous  starring  Louise_Monot ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23121,La_vie_devant_nous  creator  Vincenzo_Marano La_vie_devant_nous  starring  Louise_Monot ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23121,La_vie_devant_nous  creator  Vincenzo_Marano La_vie_devant_nous  starring  Louise_Monot ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23121,La_vie_devant_nous  creator  Vincenzo_Marano La_vie_devant_nous  starring  Louise_Monot ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23121,La_vie_devant_nous  creator  Vincenzo_Marano La_vie_devant_nous  starring  Louise_Monot ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"24922, 24932, 24942, 24952, 24962, 24972, 24985",47_morto_che_parla  starring  Silvana_Pampanini 47_morto_che_parla  producer  Isidoro_Broggi ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24922, 24932, 24942, 24952, 24962, 24972, 24985",47_morto_che_parla  starring  Silvana_Pampanini 47_morto_che_parla  producer  Isidoro_Broggi ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24922, 24932, 24942, 24952, 24962, 24972, 24985",47_morto_che_parla  starring  Silvana_Pampanini 47_morto_che_parla  producer  Isidoro_Broggi ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24922, 24932, 24942, 24952, 24962, 24972, 24985",47_morto_che_parla  starring  Silvana_Pampanini 47_morto_che_parla  producer  Isidoro_Broggi ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"24922, 24932, 24942, 24952, 24962, 24972, 24985",47_morto_che_parla  starring  Silvana_Pampanini 47_morto_che_parla  producer  Isidoro_Broggi ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
23122,Laugh_to_Laugh:_Ang_Kulit!  creator  GMA_Network Laugh_to_Laugh:_Ang_Kulit!  starring  Ryan_Yllana ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23122,Laugh_to_Laugh:_Ang_Kulit!  creator  GMA_Network Laugh_to_Laugh:_Ang_Kulit!  starring  Ryan_Yllana ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23122,Laugh_to_Laugh:_Ang_Kulit!  creator  GMA_Network Laugh_to_Laugh:_Ang_Kulit!  starring  Ryan_Yllana ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23122,Laugh_to_Laugh:_Ang_Kulit!  creator  GMA_Network Laugh_to_Laugh:_Ang_Kulit!  starring  Ryan_Yllana ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
23122,Laugh_to_Laugh:_Ang_Kulit!  creator  GMA_Network Laugh_to_Laugh:_Ang_Kulit!  starring  Ryan_Yllana ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"24236, 24246",New_York_Stories  starring  Woody_Allen New_York_Stories  writer  Francis_Ford_Coppola ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24236, 24246",New_York_Stories  starring  Woody_Allen New_York_Stories  writer  Francis_Ford_Coppola ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24236, 24246",New_York_Stories  starring  Woody_Allen New_York_Stories  writer  Francis_Ford_Coppola ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24236, 24246",New_York_Stories  starring  Woody_Allen New_York_Stories  writer  Francis_Ford_Coppola ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,4
"24236, 24246",New_York_Stories  starring  Woody_Allen New_York_Stories  writer  Francis_Ford_Coppola ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24131, 24147, 24150, 24160, 24170, 24180, 24190, 24200, 24210, 24221, 24232, 24240, 24250, 24260, 24270, 24280, 24290, 24300, 24310, 24380, 24390, 24400",Radio_Days  narrator  Woody_Allen Radio_Days  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24131, 24147, 24150, 24160, 24170, 24180, 24190, 24200, 24210, 24221, 24232, 24240, 24250, 24260, 24270, 24280, 24290, 24300, 24310, 24380, 24390, 24400",Radio_Days  narrator  Woody_Allen Radio_Days  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,1
"24131, 24147, 24150, 24160, 24170, 24180, 24190, 24200, 24210, 24221, 24232, 24240, 24250, 24260, 24270, 24280, 24290, 24300, 24310, 24380, 24390, 24400",Radio_Days  narrator  Woody_Allen Radio_Days  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,3
"24131, 24147, 24150, 24160, 24170, 24180, 24190, 24200, 24210, 24221, 24232, 24240, 24250, 24260, 24270, 24280, 24290, 24300, 24310, 24380, 24390, 24400",Radio_Days  narrator  Woody_Allen Radio_Days  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,1
"24131, 24147, 24150, 24160, 24170, 24180, 24190, 24200, 24210, 24221, 24232, 24240, 24250, 24260, 24270, 24280, 24290, 24300, 24310, 24380, 24390, 24400",Radio_Days  narrator  Woody_Allen Radio_Days  musicComposer  Dick_Hyman ,246,Give me the name of a movie that Woody Allen had starred in and Dick Hyman had worked in ? ,2
"24927, 24937, 24947, 24957, 24967, 24977",12:01_(1993_film)  starring  Martin_Landau 12:01_(1993_film)  producer  Jonathan_Heap ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24927, 24937, 24947, 24957, 24967, 24977",12:01_(1993_film)  starring  Martin_Landau 12:01_(1993_film)  producer  Jonathan_Heap ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"24927, 24937, 24947, 24957, 24967, 24977",12:01_(1993_film)  starring  Martin_Landau 12:01_(1993_film)  producer  Jonathan_Heap ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"24927, 24937, 24947, 24957, 24967, 24977",12:01_(1993_film)  starring  Martin_Landau 12:01_(1993_film)  producer  Jonathan_Heap ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24927, 24937, 24947, 24957, 24967, 24977",12:01_(1993_film)  starring  Martin_Landau 12:01_(1993_film)  producer  Jonathan_Heap ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"23305, 23316",A_Christmas_Carol_(2004_film)  starring  Kelsey_Grammer A_Christmas_Carol_(2004_film)  writer  Charles_Dickens ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"23305, 23316",A_Christmas_Carol_(2004_film)  starring  Kelsey_Grammer A_Christmas_Carol_(2004_film)  writer  Charles_Dickens ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"23305, 23316",A_Christmas_Carol_(2004_film)  starring  Kelsey_Grammer A_Christmas_Carol_(2004_film)  writer  Charles_Dickens ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
"23305, 23316",A_Christmas_Carol_(2004_film)  starring  Kelsey_Grammer A_Christmas_Carol_(2004_film)  writer  Charles_Dickens ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
"23305, 23316",A_Christmas_Carol_(2004_film)  starring  Kelsey_Grammer A_Christmas_Carol_(2004_film)  writer  Charles_Dickens ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,4
"22877, 22887, 22897, 22909, 22920, 22931, 22941, 22952, 22962",30_Rock  creator  Tina_Fey 30_Rock  starring  Tina_Fey ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22877, 22887, 22897, 22909, 22920, 22931, 22941, 22952, 22962",30_Rock  creator  Tina_Fey 30_Rock  starring  Tina_Fey ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22877, 22887, 22897, 22909, 22920, 22931, 22941, 22952, 22962",30_Rock  creator  Tina_Fey 30_Rock  starring  Tina_Fey ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22877, 22887, 22897, 22909, 22920, 22931, 22941, 22952, 22962",30_Rock  creator  Tina_Fey 30_Rock  starring  Tina_Fey ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"22877, 22887, 22897, 22909, 22920, 22931, 22941, 22952, 22962",30_Rock  creator  Tina_Fey 30_Rock  starring  Tina_Fey ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"25011, 25021, 25031, 25041, 25051, 25061, 25071, 25082, 25097",The_Tree_in_a_Test_Tube  starring  Oliver_Hardy The_Tree_in_a_Test_Tube  producer  United_States_Department_of_Agriculture ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"25011, 25021, 25031, 25041, 25051, 25061, 25071, 25082, 25097",The_Tree_in_a_Test_Tube  starring  Oliver_Hardy The_Tree_in_a_Test_Tube  producer  United_States_Department_of_Agriculture ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"25011, 25021, 25031, 25041, 25051, 25061, 25071, 25082, 25097",The_Tree_in_a_Test_Tube  starring  Oliver_Hardy The_Tree_in_a_Test_Tube  producer  United_States_Department_of_Agriculture ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"25011, 25021, 25031, 25041, 25051, 25061, 25071, 25082, 25097",The_Tree_in_a_Test_Tube  starring  Oliver_Hardy The_Tree_in_a_Test_Tube  producer  United_States_Department_of_Agriculture ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"25011, 25021, 25031, 25041, 25051, 25061, 25071, 25082, 25097",The_Tree_in_a_Test_Tube  starring  Oliver_Hardy The_Tree_in_a_Test_Tube  producer  United_States_Department_of_Agriculture ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"22655, 22688, 22666, 22676, 22699, 22709, 22719, 22729, 22739",47_morto_che_parla  producer  Isidoro_Broggi 47_morto_che_parla  director  Carlo_Ludovico_Bragaglia ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22655, 22688, 22666, 22676, 22699, 22709, 22719, 22729, 22739",47_morto_che_parla  producer  Isidoro_Broggi 47_morto_che_parla  director  Carlo_Ludovico_Bragaglia ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,3
"22655, 22688, 22666, 22676, 22699, 22709, 22719, 22729, 22739",47_morto_che_parla  producer  Isidoro_Broggi 47_morto_che_parla  director  Carlo_Ludovico_Bragaglia ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22655, 22688, 22666, 22676, 22699, 22709, 22719, 22729, 22739",47_morto_che_parla  producer  Isidoro_Broggi 47_morto_che_parla  director  Carlo_Ludovico_Bragaglia ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22655, 22688, 22666, 22676, 22699, 22709, 22719, 22729, 22739",47_morto_che_parla  producer  Isidoro_Broggi 47_morto_che_parla  director  Carlo_Ludovico_Bragaglia ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22871, 22942, 22951, 22961, 23021, 23031, 23041, 23051, 23135, 23141",Primal_Fear_(film)  starring  John_Mahoney Primal_Fear_(film)  starring  Edward_Norton ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"22871, 22942, 22951, 22961, 23021, 23031, 23041, 23051, 23135, 23141",Primal_Fear_(film)  starring  John_Mahoney Primal_Fear_(film)  starring  Edward_Norton ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,4
"22871, 22942, 22951, 22961, 23021, 23031, 23041, 23051, 23135, 23141",Primal_Fear_(film)  starring  John_Mahoney Primal_Fear_(film)  starring  Edward_Norton ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"22871, 22942, 22951, 22961, 23021, 23031, 23041, 23051, 23135, 23141",Primal_Fear_(film)  starring  John_Mahoney Primal_Fear_(film)  starring  Edward_Norton ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"22871, 22942, 22951, 22961, 23021, 23031, 23041, 23051, 23135, 23141",Primal_Fear_(film)  starring  John_Mahoney Primal_Fear_(film)  starring  Edward_Norton ,250,Give me the name of a show that was created by John Mahoney and starred by Jane Leeves ?,3
"23290, 23310, 23320, 23330, 23340, 23350, 23360, 23370, 23380, 23403, 23411, 23421, 23431, 23441, 23451, 23460, 23470, 23565",Crimes_and_Misdemeanors  starring  Woody_Allen Crimes_and_Misdemeanors  writer  Woody_Allen ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,1
"23290, 23310, 23320, 23330, 23340, 23350, 23360, 23370, 23380, 23403, 23411, 23421, 23431, 23441, 23451, 23460, 23470, 23565",Crimes_and_Misdemeanors  starring  Woody_Allen Crimes_and_Misdemeanors  writer  Woody_Allen ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,1
"23290, 23310, 23320, 23330, 23340, 23350, 23360, 23370, 23380, 23403, 23411, 23421, 23431, 23441, 23451, 23460, 23470, 23565",Crimes_and_Misdemeanors  starring  Woody_Allen Crimes_and_Misdemeanors  writer  Woody_Allen ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,1
"23290, 23310, 23320, 23330, 23340, 23350, 23360, 23370, 23380, 23403, 23411, 23421, 23431, 23441, 23451, 23460, 23470, 23565",Crimes_and_Misdemeanors  starring  Woody_Allen Crimes_and_Misdemeanors  writer  Woody_Allen ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,3
"23290, 23310, 23320, 23330, 23340, 23350, 23360, 23370, 23380, 23403, 23411, 23421, 23431, 23441, 23451, 23460, 23470, 23565",Crimes_and_Misdemeanors  starring  Woody_Allen Crimes_and_Misdemeanors  writer  Woody_Allen ,251,Give me the name of a movie starred by Woody Allen and the name of the movie's writer ?,1
"24926, 24936, 24946, 24956, 24966, 24976",1408_(film)  starring  Samuel_L._Jackson 1408_(film)  producer  Lorenzo_di_Bonaventura ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24926, 24936, 24946, 24956, 24966, 24976",1408_(film)  starring  Samuel_L._Jackson 1408_(film)  producer  Lorenzo_di_Bonaventura ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"24926, 24936, 24946, 24956, 24966, 24976",1408_(film)  starring  Samuel_L._Jackson 1408_(film)  producer  Lorenzo_di_Bonaventura ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",4
"24926, 24936, 24946, 24956, 24966, 24976",1408_(film)  starring  Samuel_L._Jackson 1408_(film)  producer  Lorenzo_di_Bonaventura ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"24926, 24936, 24946, 24956, 24966, 24976",1408_(film)  starring  Samuel_L._Jackson 1408_(film)  producer  Lorenzo_di_Bonaventura ,242,"Give me the name of a movie with Frank Sinatra as its star, and the name of its producer ?",3
"22744, 22794, 22804, 22815, 22764, 22774, 22784, 22754, 22828",Snow_White_and_the_Seven_Dwarfs_(1937_film)  producer  Walt_Disney Snow_White_and_the_Seven_Dwarfs_(1937_film)  director  David_Hand_(animator) ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,3
"22744, 22794, 22804, 22815, 22764, 22774, 22784, 22754, 22828",Snow_White_and_the_Seven_Dwarfs_(1937_film)  producer  Walt_Disney Snow_White_and_the_Seven_Dwarfs_(1937_film)  director  David_Hand_(animator) ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22744, 22794, 22804, 22815, 22764, 22774, 22784, 22754, 22828",Snow_White_and_the_Seven_Dwarfs_(1937_film)  producer  Walt_Disney Snow_White_and_the_Seven_Dwarfs_(1937_film)  director  David_Hand_(animator) ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22744, 22794, 22804, 22815, 22764, 22774, 22784, 22754, 22828",Snow_White_and_the_Seven_Dwarfs_(1937_film)  producer  Walt_Disney Snow_White_and_the_Seven_Dwarfs_(1937_film)  director  David_Hand_(animator) ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
"22744, 22794, 22804, 22815, 22764, 22774, 22784, 22754, 22828",Snow_White_and_the_Seven_Dwarfs_(1937_film)  producer  Walt_Disney Snow_White_and_the_Seven_Dwarfs_(1937_film)  director  David_Hand_(animator) ,249,Give me the name of a movie that was produced by Woody Allen and starred by Scarlett Johansson ?,4
21948,Felicity_Jones  occupation  Actor Felicity_Jones  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
21948,Felicity_Jones  occupation  Actor Felicity_Jones  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,4
21948,Felicity_Jones  occupation  Actor Felicity_Jones  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
21948,Felicity_Jones  occupation  Actor Felicity_Jones  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,3
21948,Felicity_Jones  occupation  Actor Felicity_Jones  almaMater  University_of_Oxford ,248,Give me the name of a Doctor that graduated from Oxford University?,4
"25114, 25124",Oscar_Hijuelos  genre  United_States Oscar_Hijuelos  award  Pulitzer_Prize ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25114, 25124",Oscar_Hijuelos  genre  United_States Oscar_Hijuelos  award  Pulitzer_Prize ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25114, 25124",Oscar_Hijuelos  genre  United_States Oscar_Hijuelos  award  Pulitzer_Prize ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
"25114, 25124",Oscar_Hijuelos  genre  United_States Oscar_Hijuelos  award  Pulitzer_Prize ,243,"Give me the name of a national-book-award-winning author, who writes thriller novels ?  ",3
